Country_Code,Invader_Species,Role,Email
afghanistan,aliens,attack_role,stature@avengers.com
afghanistan,predators,attack_role,stature@avengers.com
afghanistan,d&d_beholder,attack_role,stature@avengers.com
afghanistan,d&d_beholder,defense_role,stature@avengers.com
afghanistan,d&d_beholder,healing_role,agent.venom@avengers.com
afghanistan,d&d_devil,attack_role,stature@avengers.com
afghanistan,d&d_devil,defense_role,stature@avengers.com
afghanistan,d&d_devil,healing_role,batman@dc-world.com@avengers.com
afghanistan,d&d_lich,attack_role,stature@avengers.com
afghanistan,d&d_lich,defense_role,stature@avengers.com
afghanistan,d&d_lich,healing_role,hulk@avengers.com
afghanistan,d&d_mind_flayer,attack_role,stature@avengers.com
afghanistan,d&d_mind_flayer,defense_role,stature@avengers.com
afghanistan,d&d_mind_flayer,healing_role,havok@avengers.com
afghanistan,d&d_vampire,attack_role,stature@avengers.com
afghanistan,d&d_vampire,defense_role,stature@avengers.com
afghanistan,d&d_vampire,healing_role,sunspot@avengers.com
afghanistan,d&d_red_dragon,attack_role,stature@avengers.com
afghanistan,d&d_red_dragon,defense_role,stature@avengers.com
afghanistan,d&d_red_dragon,healing_role,smasher@avengers.com
afghanistan,d&d_hill_giant,attack_role,stature@avengers.com
afghanistan,d&d_hill_giant,defense_role,stature@avengers.com
afghanistan,d&d_hill_giant,healing_role,hawkeye@avengers.com
afghanistan,d&d_treant,attack_role,stature@avengers.com
afghanistan,d&d_treant,defense_role,stature@avengers.com
afghanistan,d&d_treant,healing_role,hawkeye@avengers.com
afghanistan,d&d_werewolf,attack_role,stature@avengers.com
afghanistan,d&d_werewolf,defense_role,stature@avengers.com
afghanistan,d&d_werewolf,healing_role,rogue@avengers.com
afghanistan,d&d_yuan-ti,attack_role,stature@avengers.com
afghanistan,d&d_yuan-ti,defense_role,stature@avengers.com
afghanistan,d&d_yuan-ti,healing_role,abyss@avengers.com
Country_Code,Invader_Species,Role,Email
afghanistan,aliens,attack_role,stature@avengers.com
afghanistan,predators,attack_role,stature@avengers.com
afghanistan,d&d_beholder,attack_role,stature@avengers.com
afghanistan,d&d_beholder,defense_role,stature@avengers.com
afghanistan,d&d_beholder,healing_role,agent.venom@avengers.com
afghanistan,d&d_devil,attack_role,stature@avengers.com
afghanistan,d&d_devil,defense_role,stature@avengers.com
afghanistan,d&d_devil,healing_role,batman@dc-world.com@avengers.com
afghanistan,d&d_lich,attack_role,stature@avengers.com
afghanistan,d&d_lich,defense_role,stature@avengers.com
afghanistan,d&d_lich,healing_role,hulk@avengers.com
afghanistan,d&d_mind_flayer,attack_role,stature@avengers.com
afghanistan,d&d_mind_flayer,defense_role,stature@avengers.com
afghanistan,d&d_mind_flayer,healing_role,havok@avengers.com
afghanistan,d&d_vampire,attack_role,stature@avengers.com
afghanistan,d&d_vampire,defense_role,stature@avengers.com
afghanistan,d&d_vampire,healing_role,sunspot@avengers.com
afghanistan,d&d_red_dragon,attack_role,stature@avengers.com
afghanistan,d&d_red_dragon,defense_role,stature@avengers.com
afghanistan,d&d_red_dragon,healing_role,smasher@avengers.com
afghanistan,d&d_hill_giant,attack_role,stature@avengers.com
afghanistan,d&d_hill_giant,defense_role,stature@avengers.com
afghanistan,d&d_hill_giant,healing_role,hawkeye@avengers.com
afghanistan,d&d_treant,attack_role,stature@avengers.com
afghanistan,d&d_treant,defense_role,stature@avengers.com
afghanistan,d&d_treant,healing_role,hawkeye@avengers.com
afghanistan,d&d_werewolf,attack_role,stature@avengers.com
afghanistan,d&d_werewolf,defense_role,stature@avengers.com
afghanistan,d&d_werewolf,healing_role,rogue@avengers.com
afghanistan,d&d_yuan-ti,attack_role,stature@avengers.com
afghanistan,d&d_yuan-ti,defense_role,stature@avengers.com
afghanistan,d&d_yuan-ti,healing_role,abyss@avengers.com
Country_Code,Invader_Species,Role,Email
afghanistan,aliens,attack_role,stature@avengers.com
afghanistan,predators,attack_role,stature@avengers.com
afghanistan,d&d_beholder,attack_role,stature@avengers.com
afghanistan,d&d_beholder,defense_role,stature@avengers.com
afghanistan,d&d_beholder,healing_role,agent.venom@avengers.com
afghanistan,d&d_devil,attack_role,stature@avengers.com
afghanistan,d&d_devil,defense_role,stature@avengers.com
afghanistan,d&d_devil,healing_role,batman@dc-world.com@avengers.com
afghanistan,d&d_lich,attack_role,stature@avengers.com
afghanistan,d&d_lich,defense_role,stature@avengers.com
afghanistan,d&d_lich,healing_role,hulk@avengers.com
afghanistan,d&d_mind_flayer,attack_role,stature@avengers.com
afghanistan,d&d_mind_flayer,defense_role,stature@avengers.com
afghanistan,d&d_mind_flayer,healing_role,havok@avengers.com
afghanistan,d&d_vampire,attack_role,stature@avengers.com
afghanistan,d&d_vampire,defense_role,stature@avengers.com
afghanistan,d&d_vampire,healing_role,sunspot@avengers.com
afghanistan,d&d_red_dragon,attack_role,stature@avengers.com
afghanistan,d&d_red_dragon,defense_role,stature@avengers.com
afghanistan,d&d_red_dragon,healing_role,smasher@avengers.com
afghanistan,d&d_hill_giant,attack_role,stature@avengers.com
afghanistan,d&d_hill_giant,defense_role,stature@avengers.com
afghanistan,d&d_hill_giant,healing_role,hawkeye@avengers.com
afghanistan,d&d_treant,attack_role,stature@avengers.com
afghanistan,d&d_treant,defense_role,stature@avengers.com
afghanistan,d&d_treant,healing_role,hawkeye@avengers.com
afghanistan,d&d_werewolf,attack_role,stature@avengers.com
afghanistan,d&d_werewolf,defense_role,stature@avengers.com
afghanistan,d&d_werewolf,healing_role,rogue@avengers.com
afghanistan,d&d_yuan-ti,attack_role,stature@avengers.com
afghanistan,d&d_yuan-ti,defense_role,stature@avengers.com
afghanistan,d&d_yuan-ti,healing_role,abyss@avengers.com
Country_Code,Invader_Species,Role,Email
albania,aliens,attack_role,iron.man@avengers.com
albania,predators,attack_role,thor@avengers.com
albania,d&d_beholder,attack_role,wasp@avengers.com
albania,d&d_beholder,defense_role,wasp@avengers.com
albania,d&d_beholder,healing_role,wasp@avengers.com
albania,d&d_devil,attack_role,ant.man@avengers.com
albania,d&d_devil,defense_role,ant.man@avengers.com
albania,d&d_devil,healing_role,batman@dc-world.com@avengers.com
albania,d&d_lich,attack_role,hulk@avengers.com
albania,d&d_lich,defense_role,hulk@avengers.com
albania,d&d_lich,healing_role,hulk@avengers.com
albania,d&d_mind_flayer,attack_role,capatain.america@avengers.com
albania,d&d_mind_flayer,defense_role,capatain.america@avengers.com
albania,d&d_mind_flayer,healing_role,capatain.america@avengers.com
albania,d&d_vampire,attack_role,capatain.america@avengers.com
albania,d&d_vampire,defense_role,capatain.america@avengers.com
albania,d&d_vampire,healing_role,capatain.america@avengers.com
albania,d&d_red_dragon,attack_role,capatain.america@avengers.com
albania,d&d_red_dragon,defense_role,capatain.america@avengers.com
albania,d&d_red_dragon,healing_role,capatain.america@avengers.com
albania,d&d_hill_giant,attack_role,hawkeye@avengers.com
albania,d&d_hill_giant,defense_role,hawkeye@avengers.com
albania,d&d_hill_giant,healing_role,hawkeye@avengers.com
albania,d&d_treant,attack_role,hawkeye@avengers.com
albania,d&d_treant,defense_role,hawkeye@avengers.com
albania,d&d_treant,healing_role,hawkeye@avengers.com
albania,d&d_werewolf,attack_role,capatain.america@avengers.com
albania,d&d_werewolf,defense_role,capatain.america@avengers.com
albania,d&d_werewolf,healing_role,capatain.america@avengers.com
albania,d&d_yuan-ti,attack_role,capatain.america@avengers.com
albania,d&d_yuan-ti,defense_role,capatain.america@avengers.com
albania,d&d_yuan-ti,healing_role,capatain.america@avengers.com
Country_Code,Invader_Species,Role,Email
albania,aliens,attack_role,iron.man@avengers.com
albania,predators,attack_role,thor@avengers.com
albania,d&d_beholder,attack_role,wasp@avengers.com
albania,d&d_beholder,defense_role,wasp@avengers.com
albania,d&d_beholder,healing_role,wasp@avengers.com
albania,d&d_devil,attack_role,ant.man@avengers.com
albania,d&d_devil,defense_role,ant.man@avengers.com
albania,d&d_devil,healing_role,batman@dc-world.com@avengers.com
albania,d&d_lich,attack_role,hulk@avengers.com
albania,d&d_lich,defense_role,hulk@avengers.com
albania,d&d_lich,healing_role,hulk@avengers.com
albania,d&d_mind_flayer,attack_role,capatain.america@avengers.com
albania,d&d_mind_flayer,defense_role,capatain.america@avengers.com
albania,d&d_mind_flayer,healing_role,capatain.america@avengers.com
albania,d&d_vampire,attack_role,capatain.america@avengers.com
albania,d&d_vampire,defense_role,capatain.america@avengers.com
albania,d&d_vampire,healing_role,capatain.america@avengers.com
albania,d&d_red_dragon,attack_role,capatain.america@avengers.com
albania,d&d_red_dragon,defense_role,capatain.america@avengers.com
albania,d&d_red_dragon,healing_role,capatain.america@avengers.com
albania,d&d_hill_giant,attack_role,hawkeye@avengers.com
albania,d&d_hill_giant,defense_role,hawkeye@avengers.com
albania,d&d_hill_giant,healing_role,hawkeye@avengers.com
albania,d&d_treant,attack_role,hawkeye@avengers.com
albania,d&d_treant,defense_role,hawkeye@avengers.com
albania,d&d_treant,healing_role,hawkeye@avengers.com
albania,d&d_werewolf,attack_role,capatain.america@avengers.com
albania,d&d_werewolf,defense_role,capatain.america@avengers.com
albania,d&d_werewolf,healing_role,capatain.america@avengers.com
albania,d&d_yuan-ti,attack_role,capatain.america@avengers.com
albania,d&d_yuan-ti,defense_role,capatain.america@avengers.com
albania,d&d_yuan-ti,healing_role,capatain.america@avengers.com
Country_Code,Invader_Species,Role,Email
albania,aliens,attack_role,iron.man@avengers.com
albania,predators,attack_role,thor@avengers.com
albania,d&d_beholder,attack_role,wasp@avengers.com
albania,d&d_beholder,defense_role,wasp@avengers.com
albania,d&d_beholder,healing_role,wasp@avengers.com
albania,d&d_devil,attack_role,ant.man@avengers.com
albania,d&d_devil,defense_role,ant.man@avengers.com
albania,d&d_devil,healing_role,batman@dc-world.com@avengers.com
albania,d&d_lich,attack_role,hulk@avengers.com
albania,d&d_lich,defense_role,hulk@avengers.com
albania,d&d_lich,healing_role,hulk@avengers.com
albania,d&d_mind_flayer,attack_role,capatain.america@avengers.com
albania,d&d_mind_flayer,defense_role,capatain.america@avengers.com
albania,d&d_mind_flayer,healing_role,capatain.america@avengers.com
albania,d&d_vampire,attack_role,capatain.america@avengers.com
albania,d&d_vampire,defense_role,capatain.america@avengers.com
albania,d&d_vampire,healing_role,capatain.america@avengers.com
albania,d&d_red_dragon,attack_role,capatain.america@avengers.com
albania,d&d_red_dragon,defense_role,capatain.america@avengers.com
albania,d&d_red_dragon,healing_role,capatain.america@avengers.com
albania,d&d_hill_giant,attack_role,hawkeye@avengers.com
albania,d&d_hill_giant,defense_role,hawkeye@avengers.com
albania,d&d_hill_giant,healing_role,hawkeye@avengers.com
albania,d&d_treant,attack_role,hawkeye@avengers.com
albania,d&d_treant,defense_role,hawkeye@avengers.com
albania,d&d_treant,healing_role,hawkeye@avengers.com
albania,d&d_werewolf,attack_role,capatain.america@avengers.com
albania,d&d_werewolf,defense_role,capatain.america@avengers.com
albania,d&d_werewolf,healing_role,capatain.america@avengers.com
albania,d&d_yuan-ti,attack_role,capatain.america@avengers.com
albania,d&d_yuan-ti,defense_role,capatain.america@avengers.com
albania,d&d_yuan-ti,healing_role,capatain.america@avengers.com
Country_Code,Invader_Species,Role,Email
algeria,aliens,attack_role,iron.man@avengers.com
algeria,predators,attack_role,thor@avengers.com
algeria,d&d_beholder,attack_role,wasp@avengers.com
algeria,d&d_beholder,defense_role,wasp@avengers.com
algeria,d&d_beholder,healing_role,wasp@avengers.com
algeria,d&d_devil,attack_role,ant.man@avengers.com
algeria,d&d_devil,defense_role,ant.man@avengers.com
algeria,d&d_devil,healing_role,batman@dc-world.com@avengers.com
algeria,d&d_lich,attack_role,hulk@avengers.com
algeria,d&d_lich,defense_role,hulk@avengers.com
algeria,d&d_lich,healing_role,hulk@avengers.com
algeria,d&d_mind_flayer,attack_role,capatain.america@avengers.com
algeria,d&d_mind_flayer,defense_role,capatain.america@avengers.com
algeria,d&d_mind_flayer,healing_role,capatain.america@avengers.com
algeria,d&d_vampire,attack_role,capatain.america@avengers.com
algeria,d&d_vampire,defense_role,capatain.america@avengers.com
algeria,d&d_vampire,healing_role,capatain.america@avengers.com
algeria,d&d_red_dragon,attack_role,capatain.america@avengers.com
algeria,d&d_red_dragon,defense_role,capatain.america@avengers.com
algeria,d&d_red_dragon,healing_role,capatain.america@avengers.com
algeria,d&d_hill_giant,attack_role,hawkeye@avengers.com
algeria,d&d_hill_giant,defense_role,hawkeye@avengers.com
algeria,d&d_hill_giant,healing_role,hawkeye@avengers.com
algeria,d&d_treant,attack_role,hawkeye@avengers.com
algeria,d&d_treant,defense_role,hawkeye@avengers.com
algeria,d&d_treant,healing_role,hawkeye@avengers.com
algeria,d&d_werewolf,attack_role,capatain.america@avengers.com
algeria,d&d_werewolf,defense_role,capatain.america@avengers.com
algeria,d&d_werewolf,healing_role,capatain.america@avengers.com
algeria,d&d_yuan-ti,attack_role,capatain.america@avengers.com
algeria,d&d_yuan-ti,defense_role,capatain.america@avengers.com
algeria,d&d_yuan-ti,healing_role,capatain.america@avengers.com
Country_Code,Invader_Species,Role,Email
algeria,aliens,attack_role,iron.man@avengers.com
algeria,predators,attack_role,thor@avengers.com
algeria,d&d_beholder,attack_role,wasp@avengers.com
algeria,d&d_beholder,defense_role,wasp@avengers.com
algeria,d&d_beholder,healing_role,wasp@avengers.com
algeria,d&d_devil,attack_role,ant.man@avengers.com
algeria,d&d_devil,defense_role,ant.man@avengers.com
algeria,d&d_devil,healing_role,batman@dc-world.com@avengers.com
algeria,d&d_lich,attack_role,hulk@avengers.com
algeria,d&d_lich,defense_role,hulk@avengers.com
algeria,d&d_lich,healing_role,hulk@avengers.com
